词1,词2,NPMI值,PMI值,共现文档数,词1文档频次,词2文档频次,词1概率,词2概率,联合概率
感激,所思,0.768617,5.951944,1,2,3,0.000867,0.001300,0.000433
忆昔,扁舟,0.768617,5.951944,1,6,1,0.002601,0.000433,0.000433
他人,楚水,0.768617,5.951944,1,3,2,0.001300,0.000867,0.000433
所思,楚水,0.768617,5.951944,1,3,2,0.001300,0.000867,0.000433
扁舟,茫茫,0.768617,5.951944,1,1,6,0.000433,0.002601,0.000433
咫尺,是非,0.768617,5.951944,1,2,3,0.000867,0.001300,0.000433
夜来,雨后,0.768617,5.951944,1,3,2,0.001300,0.000867,0.000433
台上,遥知,0.768617,5.951944,1,6,1,0.002601,0.000433,0.000433
圣朝,草色,0.768617,5.951944,1,2,3,0.000867,0.001300,0.000433
天台,闭门,0.768617,5.951944,1,6,1,0.002601,0.000433,0.000433
独自,阑干,0.768617,5.951944,1,3,2,0.001300,0.000867,0.000433
满眼,还家,0.768617,5.951944,1,1,6,0.000433,0.002601,0.000433
半夜,多情,0.768617,5.951944,1,3,2,0.001300,0.000867,0.000433
吾道,送客,0.768617,5.951944,1,1,6,0.000433,0.002601,0.000433
月出,石上,0.768617,5.951944,1,2,3,0.000867,0.001300,0.000433
婵娟,忆昔,0.768183,5.104646,3,7,6,0.003034,0.002601,0.001300
无情,汉宫,0.768183,5.104646,3,6,7,0.002601,0.003034,0.001300
松柏,黄昏,0.761182,5.058126,3,11,4,0.004768,0.001734,0.001300
阳城,黄昏,0.761182,5.058126,3,11,4,0.004768,0.001734,0.001300
玉堂,白玉,0.761182,5.058126,3,4,11,0.001734,0.004768,0.001300
九衢,车马,0.757800,5.035653,3,5,9,0.002167,0.003901,0.001300
咸阳,天寒,0.748711,5.797793,1,7,1,0.003034,0.000433,0.000433
梦魂,潺湲,0.748711,5.797793,1,1,7,0.000433,0.003034,0.000433
丞相,扁舟,0.748711,5.797793,1,7,1,0.003034,0.000433,0.000433
扁舟,骨肉,0.748711,5.797793,1,1,7,0.000433,0.003034,0.000433
咸阳,扁舟,0.748711,5.797793,1,7,1,0.003034,0.000433,0.000433
珍重,罗衣,0.748711,5.797793,1,1,7,0.000433,0.003034,0.000433
庭前,珍重,0.748711,5.797793,1,7,1,0.003034,0.000433,0.000433
闭门,风波,0.748711,5.797793,1,1,7,0.000433,0.003034,0.000433
江流,闭门,0.748711,5.797793,1,7,1,0.003034,0.000433,0.000433
功名,满眼,0.748711,5.797793,1,7,1,0.003034,0.000433,0.000433
吾道,帝城,0.748711,5.797793,1,1,7,0.000433,0.003034,0.000433
路岐,近来,0.748711,5.797793,1,7,1,0.003034,0.000433,0.000433
夜深,路岐,0.748711,5.797793,1,1,7,0.000433,0.003034,0.000433
行乐,黄昏,0.748088,4.971115,3,12,4,0.005202,0.001734,0.001300
玉堂,翡翠,0.748088,4.971115,3,4,12,0.001734,0.005202,0.001300
苍生,谢公,0.745870,5.258797,2,6,4,0.002601,0.001734,0.000867
游子,飞鸟,0.745870,5.258797,2,12,2,0.005202,0.000867,0.000867
九衢,经过,0.741945,4.930293,3,5,10,0.002167,0.004335,0.001300
使君,无力,0.740080,5.217975,2,5,5,0.002167,0.002167,0.000867
十里,水流,0.740080,5.217975,2,5,5,0.002167,0.002167,0.000867
家贫,逢人,0.731467,5.664262,1,2,4,0.000867,0.001734,0.000433
微雨,思归,0.731467,5.664262,1,1,8,0.000433,0.003468,0.000433
昨日,秋天,0.731467,5.664262,1,2,4,0.000867,0.001734,0.000433
万古,青冥,0.731467,5.664262,1,8,1,0.003468,0.000433,0.000433
君心,题诗,0.731467,5.664262,1,8,1,0.003468,0.000433,0.000433
从军,孤云,0.731467,5.664262,1,4,2,0.001734,0.000867,0.000433
读书,鬼神,0.731467,5.664262,1,2,4,0.000867,0.001734,0.000433
秋天,飞鸟,0.731467,5.664262,1,4,2,0.001734,0.000867,0.000433
扁舟,颜色,0.731467,5.664262,1,1,8,0.000433,0.003468,0.000433
出入,清净,0.731467,5.664262,1,2,4,0.000867,0.001734,0.000433
世人,清净,0.731467,5.664262,1,2,4,0.000867,0.001734,0.000433
感激,清净,0.731467,5.664262,1,2,4,0.000867,0.001734,0.000433
楚水,清净,0.731467,5.664262,1,2,4,0.000867,0.001734,0.000433
出入,诸侯,0.731467,5.664262,1,2,4,0.000867,0.001734,0.000433
出入,玉堂,0.731467,5.664262,1,2,4,0.000867,0.001734,0.000433
世人,诸侯,0.731467,5.664262,1,2,4,0.000867,0.001734,0.000433
世人,玉堂,0.731467,5.664262,1,2,4,0.000867,0.001734,0.000433
万物,扁舟,0.731467,5.664262,1,8,1,0.003468,0.000433,0.000433
感激,诸侯,0.731467,5.664262,1,2,4,0.000867,0.001734,0.000433
感激,玉堂,0.731467,5.664262,1,2,4,0.000867,0.001734,0.000433
单于,扁舟,0.731467,5.664262,1,8,1,0.003468,0.000433,0.000433
楚水,诸侯,0.731467,5.664262,1,2,4,0.000867,0.001734,0.000433
楚水,玉堂,0.731467,5.664262,1,2,4,0.000867,0.001734,0.000433
扁舟,须臾,0.731467,5.664262,1,1,8,0.000433,0.003468,0.000433
扁舟,昆仑,0.731467,5.664262,1,1,8,0.000433,0.003468,0.000433
扁舟,蹉跎,0.731467,5.664262,1,1,8,0.000433,0.003468,0.000433
相忆,阑干,0.731467,5.664262,1,4,2,0.001734,0.000867,0.000433
昆仑,苍苔,0.731467,5.664262,1,8,1,0.003468,0.000433,0.000433
吾道,城中,0.731467,5.664262,1,1,8,0.000433,0.003468,0.000433
子孙,山僧,0.731467,5.664262,1,4,2,0.001734,0.000867,0.000433
清秋,远山,0.731467,5.664262,1,2,4,0.000867,0.001734,0.000433
当年,逢人,0.731467,5.664262,1,2,4,0.000867,0.001734,0.000433
公卿,姓名,0.729164,5.141014,2,9,3,0.003901,0.001300,0.000867
九衢,日晚,0.727602,4.834982,3,5,11,0.002167,0.004768,0.001300
千万,烟波,0.724891,4.816964,3,8,7,0.003468,0.003034,0.001300
少年,黄昏,0.724891,4.816964,3,14,4,0.006068,0.001734,0.001300
今年,黄昏,0.724891,4.816964,3,14,4,0.006068,0.001734,0.001300
水声,马蹄,0.724006,5.104646,2,4,7,0.001734,0.003034,0.000867
月色,池上,0.724006,5.104646,2,4,7,0.001734,0.003034,0.000867
池上,相对,0.724006,5.104646,2,7,4,0.003034,0.001734,0.000867
中原,功名,0.724006,5.104646,2,4,7,0.001734,0.003034,0.000867
有情,看花,0.724006,5.104646,2,7,4,0.003034,0.001734,0.000867
从军,烟波,0.724006,5.104646,2,4,7,0.001734,0.003034,0.000867
咸阳,诸侯,0.724006,5.104646,2,7,4,0.003034,0.001734,0.000867
行乐,颜色,0.718162,4.565649,4,12,8,0.005202,0.003468,0.001734
先生,姓名,0.716257,5.546479,1,3,3,0.001300,0.001300,0.000433
先生,弟子,0.716257,5.546479,1,3,3,0.001300,0.001300,0.000433
姓名,弟子,0.716257,5.546479,1,3,3,0.001300,0.001300,0.000433
明日,杯酒,0.716257,5.546479,1,9,1,0.003901,0.000433,0.000433
江城,英雄,0.716257,5.546479,1,3,3,0.001300,0.001300,0.000433
天寒,渭水,0.716257,5.546479,1,1,9,0.000433,0.003901,0.000433
先生,心期,0.716257,5.546479,1,3,3,0.001300,0.001300,0.000433
他日,池塘,0.716257,5.546479,1,3,3,0.001300,0.001300,0.000433
心期,才子,0.716257,5.546479,1,3,3,0.001300,0.001300,0.000433
才子,猿声,0.716257,5.546479,1,3,3,0.001300,0.001300,0.000433
心期,猿声,0.716257,5.546479,1,3,3,0.001300,0.001300,0.000433
楚客,沧浪,0.716257,5.546479,1,3,3,0.001300,0.001300,0.000433
他人,所思,0.716257,5.546479,1,3,3,0.001300,0.001300,0.000433
怅望,扁舟,0.716257,5.546479,1,9,1,0.003901,0.000433,0.000433
白蘋,苍茫,0.716257,5.546479,1,3,3,0.001300,0.001300,0.000433
是非,苍茫,0.716257,5.546479,1,3,3,0.001300,0.001300,0.000433
寂寥,老人,0.716257,5.546479,1,9,1,0.003901,0.000433,0.000433
星辰,春水,0.716257,5.546479,1,3,3,0.001300,0.001300,0.000433
八月,自知,0.716257,5.546479,1,3,3,0.001300,0.001300,0.000433
苍苔,雨露,0.716257,5.546479,1,1,9,0.000433,0.003901,0.000433
干戈,近来,0.716257,5.546479,1,9,1,0.003901,0.000433,0.000433
夜深,干戈,0.716257,5.546479,1,1,9,0.000433,0.003901,0.000433
九衢,红尘,0.714508,4.747971,3,5,12,0.002167,0.005202,0.001300
使君,归去,0.714508,4.747971,3,5,12,0.002167,0.005202,0.001300
松风,萧索,0.714508,4.747971,3,10,6,0.004335,0.002601,0.001300
朱门,自言,0.714508,4.747971,3,6,10,0.002601,0.004335,0.001300
水边,花前,0.714221,5.035653,2,3,10,0.001300,0.004335,0.000867
叶落,蛟龙,0.714221,5.035653,2,5,6,0.002167,0.002601,0.000867
古木,深山,0.714221,5.035653,2,10,3,0.004335,0.001300,0.000867
万古,水声,0.705067,4.971115,2,8,4,0.003468,0.001734,0.000867
月色,玲珑,0.705067,4.971115,2,4,8,0.001734,0.003468,0.000867
玲珑,相对,0.705067,4.971115,2,8,4,0.003468,0.001734,0.000867
从军,行路,0.705067,4.971115,2,4,8,0.001734,0.003468,0.000867
从军,路难,0.705067,4.971115,2,4,8,0.001734,0.003468,0.000867
从军,千万,0.705067,4.971115,2,4,8,0.001734,0.003468,0.000867
夜长,歌声,0.705067,4.971115,2,8,4,0.003468,0.001734,0.000867
朝廷,诸侯,0.705067,4.971115,2,8,4,0.003468,0.001734,0.000867
玉堂,须臾,0.705067,4.971115,2,4,8,0.001734,0.003468,0.000867
白头,黄昏,0.704796,4.683432,3,16,4,0.006935,0.001734,0.001300
明年,黄昏,0.704796,4.683432,3,16,4,0.006935,0.001734,0.001300
行路,路难,0.704796,4.683432,3,8,8,0.003468,0.003468,0.001300
山僧,旧游,0.702651,5.441118,1,2,5,0.000867,0.002167,0.000433
东西,山僧,0.702651,5.441118,1,5,2,0.002167,0.000867,0.000433
家贫,对酒,0.702651,5.441118,1,2,5,0.000867,0.002167,0.000433
梧桐,独立,0.702651,5.441118,1,5,2,0.002167,0.000867,0.000433
东方,阑干,0.702651,5.441118,1,5,2,0.002167,0.000867,0.000433
往事,殷勤,0.702651,5.441118,1,1,10,0.000433,0.004335,0.000433
旌旗,雨中,0.702651,5.441118,1,10,1,0.004335,0.000433,0.000433
去年,多情,0.702651,5.441118,1,5,2,0.002167,0.000867,0.000433
多情,残月,0.702651,5.441118,1,2,5,0.000867,0.002167,0.000433
去年,来往,0.702651,5.441118,1,5,2,0.002167,0.000867,0.000433
来往,残月,0.702651,5.441118,1,2,5,0.000867,0.002167,0.000433
浮生,青天,0.702651,5.441118,1,5,2,0.002167,0.000867,0.000433
梦魂,猿啼,0.702651,5.441118,1,1,10,0.000433,0.004335,0.000433
衣裳,飞鸟,0.702651,5.441118,1,5,2,0.002167,0.000867,0.000433
出入,得意,0.702651,5.441118,1,2,5,0.000867,0.002167,0.000433
世人,得意,0.702651,5.441118,1,2,5,0.000867,0.002167,0.000433
得意,感激,0.702651,5.441118,1,5,2,0.002167,0.000867,0.000433
得意,楚水,0.702651,5.441118,1,5,2,0.002167,0.000867,0.000433
封侯,扁舟,0.702651,5.441118,1,10,1,0.004335,0.000433,0.000433
出入,自古,0.702651,5.441118,1,2,5,0.000867,0.002167,0.000433
出入,衣裳,0.702651,5.441118,1,2,5,0.000867,0.002167,0.000433
世人,自古,0.702651,5.441118,1,2,5,0.000867,0.002167,0.000433
世人,衣裳,0.702651,5.441118,1,2,5,0.000867,0.002167,0.000433
感激,自古,0.702651,5.441118,1,2,5,0.000867,0.002167,0.000433
感激,衣裳,0.702651,5.441118,1,2,5,0.000867,0.002167,0.000433
扁舟,昔日,0.702651,5.441118,1,1,10,0.000433,0.004335,0.000433
楚水,自古,0.702651,5.441118,1,2,5,0.000867,0.002167,0.000433
楚水,衣裳,0.702651,5.441118,1,2,5,0.000867,0.002167,0.000433
扁舟,萧条,0.702651,5.441118,1,1,10,0.000433,0.004335,0.000433
扁舟,自言,0.702651,5.441118,1,1,10,0.000433,0.004335,0.000433
扁舟,湘水,0.702651,5.441118,1,1,10,0.000433,0.004335,0.000433
无力,老去,0.702651,5.441118,1,5,2,0.002167,0.000867,0.000433
孤云,得意,0.702651,5.441118,1,2,5,0.000867,0.002167,0.000433
沧海,闭门,0.702651,5.441118,1,10,1,0.004335,0.000433,0.000433
昔日,自由,0.702651,5.441118,1,10,1,0.004335,0.000433,0.000433
文章,苍苔,0.702651,5.441118,1,10,1,0.004335,0.000433,0.000433
北风,衣裳,0.702463,4.667928,3,13,5,0.005635,0.002167,0.001300
红尘,车马,0.699635,4.447866,4,12,9,0.005202,0.003901,0.001734
家贫,相逢,0.696468,4.910490,2,2,17,0.000867,0.007369,0.000867
不归,山头,0.695673,4.622808,3,17,4,0.007369,0.001734,0.001300
北阙,南宫,0.693915,4.411499,4,14,8,0.006068,0.003468,0.001734
无力,有情,0.692357,4.881502,2,5,7,0.002167,0.003034,0.000867
使君,有情,0.692357,4.881502,2,5,7,0.002167,0.003034,0.000867
叶落,阙下,0.692357,4.881502,2,5,7,0.002167,0.003034,0.000867
丞相,得意,0.692357,4.881502,2,7,5,0.003034,0.002167,0.000867
东流,流水,0.691634,3.836135,9,16,28,0.006935,0.012137,0.003901
无力,相识,0.691310,4.593820,3,5,14,0.002167,0.006068,0.001300
使君,青楼,0.691310,4.593820,3,5,14,0.002167,0.006068,0.001300
今年,去年,0.691310,4.593820,3,14,5,0.006068,0.002167,0.001300
九天,松柏,0.690343,5.345808,1,1,11,0.000433,0.004768,0.000433
君家,高楼,0.690343,5.345808,1,1,11,0.000433,0.004768,0.000433
怜君,高楼,0.690343,5.345808,1,1,11,0.000433,0.004768,0.000433
扁舟,白玉,0.690343,5.345808,1,1,11,0.000433,0.004768,0.000433
扁舟,日晚,0.690343,5.345808,1,1,11,0.000433,0.004768,0.000433
天涯,满眼,0.690343,5.345808,1,11,1,0.004768,0.000433,0.000433
日斜,近来,0.690343,5.345808,1,11,1,0.004768,0.000433,0.000433
夜深,日斜,0.690343,5.345808,1,1,11,0.000433,0.004768,0.000433
日照,满地,0.690343,5.345808,1,11,1,0.004768,0.000433,0.000433
大道,月色,0.688362,4.853332,2,9,4,0.003901,0.001734,0.000867
佳期,月色,0.688362,4.853332,2,9,4,0.003901,0.001734,0.000867
大道,相对,0.688362,4.853332,2,9,4,0.003901,0.001734,0.000867
佳期,相对,0.688362,4.853332,2,9,4,0.003901,0.001734,0.000867
从军,绿水,0.688362,4.853332,2,4,9,0.001734,0.003901,0.000867
分明,歌声,0.688362,4.853332,2,9,4,0.003901,0.001734,0.000867
先生,清风,0.688362,4.853332,2,3,12,0.001300,0.005202,0.000867
丈夫,先生,0.688362,4.853332,2,12,3,0.005202,0.001300,0.000867
新月,月照,0.688362,4.853332,2,2,18,0.000867,0.007802,0.000867
人情,送客,0.688362,4.853332,2,6,6,0.002601,0.002601,0.000867
丈夫,心期,0.688362,4.853332,2,12,3,0.005202,0.001300,0.000867
凄凉,生死,0.688362,4.853332,2,4,9,0.001734,0.003901,0.000867
王孙,颜色,0.687071,4.565649,3,9,8,0.003901,0.003468,0.001300
王孙,须臾,0.687071,4.565649,3,9,8,0.003901,0.003468,0.001300
桃李,须臾,0.686956,4.088725,6,29,8,0.012570,0.003468,0.002601
红尘,经过,0.683062,4.342506,4,12,10,0.005202,0.004335,0.001734
路长,道路,0.681851,4.182657,5,16,11,0.006935,0.004768,0.002167
翡翠,鸳鸯,0.681260,4.054824,6,12,20,0.005202,0.008669,0.002601
南北,名利,0.679106,5.258797,1,4,3,0.001734,0.001300,0.000433
山僧,相看,0.679106,5.258797,1,2,6,0.000867,0.002601,0.000433
先生,诸侯,0.679106,5.258797,1,3,4,0.001300,0.001734,0.000433
姓名,诸侯,0.679106,5.258797,1,3,4,0.001300,0.001734,0.000433
弟子,诸侯,0.679106,5.258797,1,3,4,0.001300,0.001734,0.000433
夫子,秋天,0.679106,5.258797,1,3,4,0.001300,0.001734,0.000433
宫殿,萧索,0.679106,5.258797,1,2,6,0.000867,0.002601,0.000433
宫殿,苍生,0.679106,5.258797,1,2,6,0.000867,0.002601,0.000433
中原,英雄,0.679106,5.258797,1,4,3,0.001734,0.001300,0.000433
中原,江城,0.679106,5.258797,1,4,3,0.001734,0.001300,0.000433
白雪,青天,0.679106,5.258797,1,6,2,0.002601,0.000867,0.000433
秋日,鹧鸪,0.679106,5.258797,1,4,3,0.001734,0.001300,0.000433
梦里,烟雨,0.679106,5.258797,1,4,3,0.001734,0.001300,0.000433
南北,相随,0.679106,5.258797,1,4,3,0.001734,0.001300,0.000433
心期,道士,0.679106,5.258797,1,3,4,0.001300,0.001734,0.000433
先生,道士,0.679106,5.258797,1,3,4,0.001300,0.001734,0.000433
从容,远近,0.679106,5.258797,1,3,4,0.001300,0.001734,0.000433
摇落,秋声,0.679106,5.258797,1,12,1,0.005202,0.000433,0.000433
寥落,才子,0.679106,5.258797,1,4,3,0.001734,0.001300,0.000433
寥落,心期,0.679106,5.258797,1,4,3,0.001734,0.001300,0.000433
寥落,猿声,0.679106,5.258797,1,4,3,0.001734,0.001300,0.000433
多情,相亲,0.679106,5.258797,1,2,6,0.000867,0.002601,0.000433
多情,相寻,0.679106,5.258797,1,2,6,0.000867,0.002601,0.000433
来往,相亲,0.679106,5.258797,1,2,6,0.000867,0.002601,0.000433
来往,相寻,0.679106,5.258797,1,2,6,0.000867,0.002601,0.000433
楚客,武陵,0.679106,5.258797,1,3,4,0.001300,0.001734,0.000433
武陵,沧浪,0.679106,5.258797,1,4,3,0.001734,0.001300,0.000433
萧索,青天,0.679106,5.258797,1,6,2,0.002601,0.000867,0.000433
夜雨,心事,0.679106,5.258797,1,2,6,0.000867,0.002601,0.000433
东海,玉楼,0.679106,5.258797,1,4,3,0.001734,0.001300,0.000433
摇落,梦魂,0.679106,5.258797,1,12,1,0.005202,0.000433,0.000433
还家,飞鸟,0.679106,5.258797,1,6,2,0.002601,0.000867,0.000433
出入,青苔,0.679106,5.258797,1,2,6,0.000867,0.002601,0.000433
世人,青苔,0.679106,5.258797,1,2,6,0.000867,0.002601,0.000433
感激,青苔,0.679106,5.258797,1,2,6,0.000867,0.002601,0.000433
他人,清净,0.679106,5.258797,1,3,4,0.001300,0.001734,0.000433
所思,清净,0.679106,5.258797,1,3,4,0.001300,0.001734,0.000433
扁舟,游子,0.679106,5.258797,1,1,12,0.000433,0.005202,0.000433
扁舟,翡翠,0.679106,5.258797,1,1,12,0.000433,0.005202,0.000433
出入,忆昔,0.679106,5.258797,1,2,6,0.000867,0.002601,0.000433
出入,茫茫,0.679106,5.258797,1,2,6,0.000867,0.002601,0.000433
世人,忆昔,0.679106,5.258797,1,2,6,0.000867,0.002601,0.000433
世人,茫茫,0.679106,5.258797,1,2,6,0.000867,0.002601,0.000433
忆昔,感激,0.679106,5.258797,1,6,2,0.002601,0.000867,0.000433
感激,茫茫,0.679106,5.258797,1,2,6,0.000867,0.002601,0.000433
忆昔,楚水,0.679106,5.258797,1,6,2,0.002601,0.000867,0.000433
他人,诸侯,0.679106,5.258797,1,3,4,0.001300,0.001734,0.000433
所思,诸侯,0.679106,5.258797,1,3,4,0.001300,0.001734,0.000433
楚水,茫茫,0.679106,5.258797,1,2,6,0.000867,0.002601,0.000433
圣人,扁舟,0.679106,5.258797,1,12,1,0.005202,0.000433,0.000433
他人,玉堂,0.679106,5.258797,1,3,4,0.001300,0.001734,0.000433
扁舟,摇落,0.679106,5.258797,1,1,12,0.000433,0.005202,0.000433
扁舟,月满,0.679106,5.258797,1,1,12,0.000433,0.005202,0.000433
所思,玉堂,0.679106,5.258797,1,3,4,0.001300,0.001734,0.000433
雨后,青草,0.679106,5.258797,1,2,6,0.000867,0.002601,0.000433
寥落,弟子,0.679106,5.258797,1,4,3,0.001734,0.001300,0.000433
宫殿,焚香,0.679106,5.258797,1,2,6,0.000867,0.002601,0.000433
凄凉,永日,0.679106,5.258797,1,4,3,0.001734,0.001300,0.000433
秋草,马嘶,0.679106,5.258797,1,3,4,0.001300,0.001734,0.000433
红粉,自由,0.679106,5.258797,1,12,1,0.005202,0.000433,0.000433
独自,相忆,0.679106,5.258797,1,3,4,0.001300,0.001734,0.000433
苍苔,鹦鹉,0.679106,5.258797,1,1,12,0.000433,0.005202,0.000433
同心,水边,0.677009,4.773289,2,13,3,0.005635,0.001300,0.000867
天涯,烟波,0.676967,4.498510,3,11,7,0.004768,0.003034,0.001300
含情,婵娟,0.676967,4.498510,3,11,7,0.004768,0.003034,0.001300
有情,行人,0.676967,4.498510,3,7,11,0.003034,0.004768,0.001300
大道,青楼,0.675388,4.293716,4,9,14,0.003901,0.006068,0.001734
中原,古木,0.673418,4.747971,2,4,10,0.001734,0.004335,0.000867
孤城,黄河,0.673418,4.747971,2,5,8,0.002167,0.003468,0.000867
万古,叶落,0.673418,4.747971,2,8,5,0.003468,0.002167,0.000867
叶落,百尺,0.673418,4.747971,2,5,8,0.002167,0.003468,0.000867
叶落,须臾,0.673418,4.747971,2,5,8,0.002167,0.003468,0.000867
千万,叶落,0.673418,4.747971,2,8,5,0.003468,0.002167,0.000867
从军,封侯,0.673418,4.747971,2,4,10,0.001734,0.004335,0.000867
从军,江水,0.673418,4.747971,2,4,10,0.001734,0.004335,0.000867
夜长,衣裳,0.673418,4.747971,2,8,5,0.003468,0.002167,0.000867
歌声,知音,0.673418,4.747971,2,4,10,0.001734,0.004335,0.000867
封侯,诸侯,0.673418,4.747971,2,10,4,0.004335,0.001734,0.000867
玉堂,自言,0.673418,4.747971,2,4,10,0.001734,0.004335,0.000867
昆仑,梧桐,0.673418,4.747971,2,8,5,0.003468,0.002167,0.000867
去年,寒食,0.673418,4.747971,2,5,8,0.002167,0.003468,0.000867
圣朝,阳春,0.673418,4.747971,2,2,20,0.000867,0.008669,0.000867
白头,须臾,0.672911,4.277967,4,16,8,0.006935,0.003468,0.001734
东流,千万,0.672911,4.277967,4,16,8,0.006935,0.003468,0.001734
花前,颜色,0.671216,4.460289,3,10,8,0.004335,0.003468,0.001300
古人,颜色,0.671216,4.460289,3,10,8,0.004335,0.003468,0.001300
花前,须臾,0.671216,4.460289,3,10,8,0.004335,0.003468,0.001300
古人,须臾,0.671216,4.460289,3,10,8,0.004335,0.003468,0.001300
昔日,须臾,0.671216,4.460289,3,10,8,0.004335,0.003468,0.001300
