phrase,degree,degree_centrality,betweenness,closeness,eigenvector,pagerank,frequency,probability,degree_centrality_rank,betweenness_rank,closeness_rank,eigenvector_rank,pagerank_rank,avg_rank
无限,88,0.13968253968253969,0.005089268030444501,1.3753518488409553,0.04723625123884396,0.002754983343867298,14,0.006068,62.0,86.0,60.0,104.0,79.0,78.2
朱门,99,0.15714285714285714,0.0014962020844373784,1.3913378367228875,0.07207479873266615,0.003357204864814169,6,0.002601,40.5,221.0,42.0,59.0,35.0,79.5
万物,91,0.14444444444444443,0.001967874236781799,1.3717491822464223,0.09706058792516804,0.0029745718341300906,8,0.003468,52.5,186.0,65.0,33.0,61.0,79.5
经过,91,0.14444444444444443,0.002223436285060935,1.4022338457664119,0.058559346352186556,0.002970464614675772,10,0.004335,52.5,172.0,32.0,80.0,62.0,79.7
海上,82,0.13015873015873017,0.005131293758744739,1.3646414397793771,0.07100082903706481,0.0025682970464714627,20,0.008669,79.0,85.0,79.0,61.0,95.0,79.8
朝朝,96,0.1523809523809524,0.0021890798361386596,1.3807525760355623,0.0563220657906554,0.0032489782557576894,12,0.005202,45.0,174.0,52.0,85.0,44.0,80.0
玉堂,115,0.18253968253968253,0.0007524331053742817,1.363730198310117,0.13564394764033,0.004177937173389325,4,0.001734,13.0,295.0,82.0,4.0,6.0,80.0
尘埃,87,0.1380952380952381,0.003402646343822814,1.3568760430069229,0.079693774584436,0.00271173103314993,14,0.006068,64.0,123.0,90.0,49.0,83.0,81.8
相望,80,0.12698412698412698,0.0070419158654452755,1.3816656862798269,0.041629707513045226,0.0025618219491830734,16,0.006935,89.0,53.0,51.0,124.0,97.0,82.8
蹉跎,87,0.1380952380952381,0.001960417800753935,1.3722079198103996,0.09543131509258491,0.002934787295244982,8,0.003468,64.0,187.0,64.0,35.0,65.0,83.0
十年,83,0.13174603174603175,0.010366669190198602,1.3567426718936435,0.039430201835440354,0.0026334257415604623,23,0.00997,75.5,25.0,92.0,136.0,90.0,83.7
单于,93,0.14761904761904762,0.0011208807847463307,1.3934184234099125,0.10142007516036064,0.003012873695937518,8,0.003468,49.0,254.0,40.0,25.0,59.0,85.4
年年,80,0.12698412698412698,0.008554773260655613,1.3504693286057705,0.04862723521233152,0.0025590185569337935,33,0.014304,89.0,38.0,101.0,103.0,98.0,85.8
诸侯,102,0.1619047619047619,0.001073762838468721,1.3317290465603844,0.12267163039846385,0.0038072472536032974,4,0.001734,33.5,258.0,122.0,10.0,14.0,87.5
昆仑,85,0.1349206349206349,0.001628615410128015,1.378877336588902,0.09507559999399656,0.0028304795808692866,8,0.003468,69.0,212.0,55.0,37.0,72.0,89.0
怅望,86,0.1365079365079365,0.0013955131602190426,1.393680905213534,0.0934941885353852,0.0027873428464746173,9,0.003901,66.5,228.0,38.0,41.0,77.0,90.1
马上,75,0.11904761904761904,0.005046895635130929,1.368348877201003,0.07093764578125608,0.0023555959005468743,14,0.006068,103.5,89.0,73.0,62.0,125.0,90.5
故园,89,0.14126984126984127,0.0021519919279022926,1.3785454611043868,0.05107685147726012,0.002889960567422338,10,0.004335,61.0,177.0,56.0,96.0,69.0,91.8
芙蓉,77,0.12222222222222222,0.012514615455791927,1.3510157129131926,0.03248805796798556,0.0027544989519215986,18,0.007802,99.0,13.0,100.0,176.0,80.0,93.6
故乡,77,0.12222222222222222,0.007641675288734113,1.3099496072574586,0.06526590127599226,0.002532430260607751,18,0.007802,99.0,45.0,151.0,70.0,103.0,93.6
梅花,80,0.12698412698412698,0.006823335940982999,1.3679959327526638,0.03892187963665973,0.002504815796500486,17,0.007369,89.0,60.0,75.0,138.0,107.0,93.8
千万,97,0.15396825396825398,0.0008998914881267822,1.3700045331710315,0.06447485072146511,0.0035903714376485448,8,0.003468,42.5,270.0,67.0,71.0,21.0,94.3
青苔,90,0.14285714285714285,0.0011505623270329154,1.3532546276432253,0.1062408965433072,0.0031510295879665843,6,0.002601,57.5,248.0,96.0,22.0,49.0,94.5
咸阳,84,0.13333333333333333,0.0013885313885313884,1.3687529369119937,0.099356317740843,0.002814198809582279,7,0.003034,72.5,229.0,71.0,31.0,76.0,95.9
游子,84,0.13333333333333333,0.001663007545360487,1.3734057944265148,0.08447922094706779,0.0026017275847711545,12,0.005202,72.5,209.0,63.0,44.0,93.0,96.3
