phrase,degree,degree_centrality,betweenness,closeness,eigenvector,pagerank,frequency,probability,degree_centrality_rank,betweenness_rank,closeness_rank,eigenvector_rank,pagerank_rank,avg_rank
男儿,15,0.023622047244094488,0.004885864030403139,1.1407497435949379,0.04242738353073796,0.0020840351740631815,61,0.003983,136.0,133.0,84.0,105.0,146.0,120.8
花前,17,0.026771653543307086,0.0034824511289401126,1.1259098295591317,0.04893809129144011,0.0022878515573070525,47,0.003069,112.0,182.0,94.0,92.0,125.0,121.0
飘飖,14,0.02204724409448819,0.01021138130604337,1.121511892697557,0.025998419431099637,0.002139257747667972,21,0.001371,150.5,47.0,101.0,173.0,139.0,122.1
凤凰,14,0.02204724409448819,0.004351821952855262,1.1482246781098582,0.060431774197914,0.0018813481534342663,107,0.006986,150.5,149.0,77.0,67.0,167.0,122.1
河汉,16,0.025196850393700787,0.005904269852703743,1.1037904694889327,0.03041089774181844,0.0023917841267312415,25,0.001632,122.5,108.0,124.0,147.0,117.0,123.7
人归,17,0.026771653543307086,0.003919620457537445,1.121266311202291,0.03996344509080793,0.0022504741045195364,46,0.003003,112.0,164.0,102.0,114.0,129.0,124.2
太平,16,0.025196850393700787,0.0021957823095456915,1.173522384746366,0.06961801481015599,0.002155211415726848,84,0.005484,122.5,254.0,55.0,52.0,138.0,124.3
日晚,16,0.025196850393700787,0.0058148488536724705,1.107422701738461,0.027243157776762627,0.002468503744700919,27,0.001763,122.5,110.0,120.0,165.0,106.0,124.7
氛氲,19,0.029921259842519685,0.00569313693832435,1.0650239826209555,0.02943009930509977,0.0028369751455201357,13,0.000849,87.0,114.0,200.0,153.0,77.0,126.2
鹦鹉,16,0.025196850393700787,0.002781986636528478,1.1178070471963977,0.06485938933518569,0.002112189018106992,78,0.005093,122.5,223.5,106.0,55.0,142.0,129.8
婵娟,15,0.023622047244094488,0.0030750888000198712,1.1416375831795569,0.06093217637933225,0.0020364740548823473,60,0.003917,136.0,212.0,82.0,66.0,153.0,129.8
人生,15,0.023622047244094488,0.00337315879679078,1.139943937521249,0.04821922130519214,0.0019945849392365546,71,0.004636,136.0,189.0,85.0,95.0,156.0,132.2
往事,15,0.023622047244094488,0.007426910752875133,1.082547896389774,0.026062390594801844,0.002403771165647489,70,0.00457,136.0,75.0,164.0,171.0,115.0,132.2
