phrase,degree,degree_centrality,betweenness,closeness,eigenvector,pagerank,frequency,probability,degree_centrality_rank,betweenness_rank,closeness_rank,eigenvector_rank,pagerank_rank,avg_rank
走马,104,0.15592203898050974,0.0019404712058385223,1.709540029698683,0.05883298368870154,0.0020691456664284924,186,0.001202,30.0,125.0,58.0,33.0,30.0,55.2
东流,102,0.15292353823088456,0.0019134576855716287,1.7155927791919101,0.05604611386252859,0.0019956288980002225,240,0.001551,36.5,127.0,36.0,45.0,35.0,55.9
孤城,97,0.1454272863568216,0.0028949489219354287,1.7155013224174707,0.04778191514400236,0.0019146241178592987,163,0.001053,49.5,26.0,37.0,119.0,52.0,56.7
青山,96,0.14392803598200898,0.0025077551314432876,1.7160046783278609,0.05195576490819509,0.0018637844963456777,679,0.004387,55.0,44.0,31.0,83.0,75.0,57.6
孤舟,104,0.15592203898050974,0.0018279148713931323,1.7128312215943347,0.0558724196498265,0.002060614799218938,280,0.001809,30.0,142.0,44.0,46.0,31.0,58.6
罗衣,120,0.17991004497751123,0.0014137075606340975,1.7233171748362994,0.07294788757146949,0.0023896991407415416,142,0.000917,8.5,255.0,22.0,5.0,6.0,59.3
归客,113,0.16941529235382308,0.0015667841754798276,1.7249763678237608,0.058284906894479745,0.002243582940636139,115,0.000743,14.5,215.0,20.0,36.0,13.0,59.7
汉宫,104,0.15592203898050974,0.0017176096636366501,1.7106405587182887,0.06140624948869874,0.002093972672880542,138,0.000892,30.0,167.0,50.0,29.0,27.0,60.6
故园,96,0.14392803598200898,0.002431216824020422,1.7107866620023493,0.05086285650280165,0.0018584802202547567,297,0.001919,55.0,54.0,49.0,91.0,77.0,65.2
公子,94,0.1409295352323838,0.0022984003493748623,1.7113662576031776,0.05467069467837844,0.001833181039404846,275,0.001777,69.0,70.0,48.0,54.0,85.0,65.2
江水,96,0.14392803598200898,0.002044023033528281,1.7102474117238748,0.053393765706750904,0.001885094110710831,302,0.001951,55.0,102.0,53.0,63.0,66.0,67.8
梧桐,93,0.1394302848575712,0.0026225625925775852,1.7053749188521508,0.05213006426532601,0.0018435690560180203,160,0.001034,78.5,33.0,68.0,80.0,82.0,68.3
花枝,93,0.1394302848575712,0.0024177100638869756,1.7102316513643496,0.05288268433102866,0.0018272864836636564,195,0.00126,78.5,55.0,54.0,68.0,89.0,68.9
青楼,124,0.18590704647676162,0.001251626439032736,1.726507480657946,0.07811743436339869,0.0024787068856858027,150,0.000969,5.0,315.0,19.0,3.0,3.0,69.0
草色,102,0.15292353823088456,0.0016343179761470616,1.7117553724905186,0.05775713203782648,0.0020423594566530124,228,0.001473,36.5,193.0,46.0,40.0,33.0,69.7
白首,96,0.14392803598200898,0.0029894962428695564,1.7132207653966598,0.0439139452824846,0.0018989015562091232,262,0.001693,55.0,24.0,41.0,170.0,59.0,69.8
无限,93,0.1394302848575712,0.0023501762632197414,1.7156435662471148,0.05236770716993697,0.0018029354251069617,357,0.002307,78.5,63.0,33.0,76.0,100.0,70.1
秋风,96,0.14392803598200898,0.001877439658549104,1.7131441255284963,0.05482606093436079,0.0018689924026776725,758,0.004897,55.0,133.0,42.0,53.0,72.0,71.0
百花,98,0.14692653673163417,0.0018256637447042244,1.702834862118219,0.05694807457562268,0.001928670397596137,159,0.001027,47.0,143.0,81.0,41.0,48.0,72.0
