node,pos_weight,neg_weight,type,tension
地,1.5215,0.0048,cross,0.003154781465658889
樱,0.0,0.0028,negative_only,0.0
手,0.0015,0.0107,cross,0.14018691588785048
寂,0.0,3.0,negative_only,0.0
扉,0.0,0.0081,negative_only,0.0
借,0.0003,0.0,positive_only,0.0
洒,0.0019,0.0,positive_only,0.0
后,0.0034,1.5009000000000001,cross,0.00226530748217736
名,1.5168,0.0,positive_only,0.0
雨,1.5050999999999999,0.2051,cross,0.13627001528137667
承,1.5485,0.0,positive_only,0.0
迢,0.0,0.0203,negative_only,0.0
贫,0.0,0.0163,negative_only,0.0
急,0.0,0.0203,negative_only,0.0
诸,0.0283,0.0,positive_only,0.0
魂,0.0,0.0278,negative_only,0.0
桥,0.0,0.0047,negative_only,0.0
难,0.0134,0.0118,cross,0.8805970149253731
灞,0.0,0.0073,negative_only,0.0
尘,0.0244,0.0165,cross,0.6762295081967213
骨,0.0,0.0122,negative_only,0.0
寻,0.0169,0.0022,cross,0.13017751479289943
萝,0.0,0.0122,negative_only,0.0
好,0.009,0.0,positive_only,0.0
巫,0.0,0.0116,negative_only,0.0
魏,0.0,0.0062,negative_only,0.0
提,0.0,0.0048,negative_only,0.0
扬,1.5014,0.0,positive_only,0.0
云,0.0389,3.1194,cross,0.012470346861575943
限,0.0,0.0059,negative_only,0.0
菲,1.5154,0.0,positive_only,0.0
语,0.0,0.0027,negative_only,0.0
哉,1.5077,0.0,positive_only,0.0
行,1.4979,1.5919,cross,0.9409510647653747
外,0.0266,0.034,cross,0.7823529411764705
阁,0.0,0.013399999999999999,negative_only,0.0
沧,0.0103,0.022000000000000002,cross,0.46818181818181814
庭,1.5105,0.0056,cross,0.0037073816617014233
渔,0.0,0.0207,negative_only,0.0
逐,0.0083,0.0,positive_only,0.0
池,0.0162,0.0027,cross,0.16666666666666669
会,0.016,0.0,positive_only,0.0
布,0.0091,0.0,positive_only,0.0
娱,1.5213,0.0,positive_only,0.0
筋,0.0,0.0028,negative_only,0.0
涛,0.0,0.0057,negative_only,0.0
闺,0.0,0.0057,negative_only,0.0
薄,0.0022,0.0,positive_only,0.0
空,0.0063,0.0456,cross,0.1381578947368421
将,0.002,0.0,positive_only,0.0
辛,0.0,3.0365,negative_only,0.0
潇,0.0019,0.0,positive_only,0.0
原,0.0,0.0094,negative_only,0.0
颜,0.0035,0.0096,cross,0.36458333333333337
巾,0.0,0.0104,negative_only,0.0
弦,0.030699999999999998,0.0187,cross,0.6091205211726385
闻,0.0055,0.01,cross,0.5499999999999999
秋,0.0003,0.229,cross,0.0013100436681222705
沾,0.0,1.5307,negative_only,0.0
乾,0.0148,0.0,positive_only,0.0
燕,1.4964,0.0,positive_only,0.0
盖,0.0062,0.0,positive_only,0.0
鼓,0.0026,0.0,positive_only,0.0
棘,0.0,0.0069,negative_only,0.0
尊,0.0047,0.0097,cross,0.4845360824742268
少,0.0072,0.002,cross,0.2777777777777778
芳,4.5062,0.0,positive_only,0.0
霜,0.0,0.029899999999999996,negative_only,0.0
戈,0.0024,0.0,positive_only,0.0
浔,0.0,0.01,negative_only,0.0
朔,0.0,0.0199,negative_only,0.0
塘,0.0,0.0018,negative_only,0.0
田,0.0142,0.0098,cross,0.6901408450704225
