社区ID,诗语,社区内度数,全局度数,全局综合排名,社区内重要性得分,社区内排名
2,蛟龙,21,51,600.8,22.664447403462052,161
2,青冥,21,45,619.9,22.613163413453783,162
2,是非,20,54,489.0,22.044989775051125,163
2,千古,20,49,527.8,21.89465706707086,164
2,寻常,20,51,569.0,21.757469244288224,165
2,君子,20,34,658.4,21.518833535844472,166
2,自知,19,62,375.4,21.6638252530634,167
2,骑马,19,54,579.0,20.727115716753023,168
2,人心,19,44,590.2,20.69434090138936,169
2,霄汉,19,50,609.7,20.640150893882236,170
2,山下,18,59,451.5,20.21483942414175,171
2,千年,18,55,475.3,20.103934357248054,172
2,丞相,18,40,561.3,19.78157847853198,173
2,今来,18,44,600.3,19.665833749791773,174
2,江湖,18,43,615.6,19.62443144899285,175
2,自由,18,49,617.3,19.619957881095093,176
2,丹青,18,46,624.3,19.601794009290405,177
2,分明,17,54,485.0,19.061855670103093,178
2,人世,17,53,571.4,18.75008750437522,179
2,回头,17,49,582.0,18.718213058419245,180
2,交亲,17,45,630.3,18.58654608916389,181
2,丹砂,17,43,643.7,18.553518719900573,182
2,青天,16,52,518.1,17.93012931866435,183
2,雨露,16,51,535.6,17.86706497386109,184
2,清风,16,45,562.1,17.779042874933285,185
2,圣朝,16,53,576.0,17.73611111111111,186
2,波涛,16,43,647.5,17.544401544401545,187
2,尚书,16,33,650.1,17.538224888478695,188
2,早晚,15,43,624.6,16.6010246557797,189
2,千万,14,42,618.1,15.617861187510112,190
2,主人,14,37,641.1,15.559819060988925,191
3,山僧,35,76,256.8,38.89408099688473,1
3,天台,29,52,567.7,30.761493746697198,2
3,相访,28,67,395.6,30.527805864509606,3
